,,District,Commodity,Price (Rs/Quintal),Unit,Season
,,Saraikela Kharsawan,Onion,2298.45,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Potato,1454.92,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Rice (Paddy),1798.1,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Sugarcane,275.48,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Tomato,2491.78,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Wheat,1892.69,Rs/Quintal,Kharif
,,Simdega,Arhar (Tur),5596.4,Rs/Quintal,Kharif
,,Simdega,Gram (Chana),4907.64,Rs/Quintal,Kharif
,,Simdega,Maize,1496.74,Rs/Quintal,Kharif
,,Simdega,Mustard,5272.23,Rs/Quintal,Kharif
,,Simdega,Onion,2148.43,Rs/Quintal,Kharif
,,Simdega,Potato,1436.43,Rs/Quintal,Kharif
,,Simdega,Rice (Paddy),1726.79,Rs/Quintal,Kharif
,,Simdega,Sugarcane,261.45,Rs/Quintal,Kharif
,,Simdega,Tomato,2446.76,Rs/Quintal,Kharif
,,Simdega,Wheat,1832.91,Rs/Quintal,Kharif
,,West Singhbhum,Arhar (Tur),6071.74,Rs/Quintal,Kharif
,,West Singhbhum,Gram (Chana),5215.26,Rs/Quintal,Kharif
,,West Singhbhum,Maize,1575.51,Rs/Quintal,Kharif
,,West Singhbhum,Mustard,5521.56,Rs/Quintal,Kharif
,,West Singhbhum,Onion,2265.49,Rs/Quintal,Kharif
,,West Singhbhum,Potato,1541.71,Rs/Quintal,Kharif
,,West Singhbhum,Rice (Paddy),1802.1,Rs/Quintal,Kharif
,,West Singhbhum,Sugarcane,276.72,Rs/Quintal,Kharif
,,West Singhbhum,Tomato,2554.26,Rs/Quintal,Kharif
,,West Singhbhum,Wheat,1873.24,Rs/Quintal,Kharif
,,Bokaro,Arhar (Tur),6563.71,Rs/Quintal,Kharif
,,Bokaro,Gram (Chana),5775.43,Rs/Quintal,Kharif
,,Bokaro,Maize,1353.92,Rs/Quintal,Kharif
,,Bokaro,Mustard,6115.95,Rs/Quintal,Kharif
,,Bokaro,Onion,1945.44,Rs/Quintal,Kharif
,,Bokaro,Potato,1636.61,Rs/Quintal,Kharif
,,Bokaro,Rice (Paddy),1540.67,Rs/Quintal,Kharif
,,Bokaro,Sugarcane,304.22,Rs/Quintal,Kharif
,,Bokaro,Tomato,2262.34,Rs/Quintal,Kharif
,,Bokaro,Wheat,2064.52,Rs/Quintal,Kharif
,,Chatra,Arhar (Tur),6605.41,Rs/Quintal,Kharif
,,Chatra,Gram (Chana),5762.11,Rs/Quintal,Kharif
,,Chatra,Maize,1373.15,Rs/Quintal,Kharif
,,Chatra,Mustard,6116.02,Rs/Quintal,Kharif
,,Chatra,Onion,1985.55,Rs/Quintal,Kharif
,,Chatra,Potato,1610.24,Rs/Quintal,Kharif
,,Chatra,Rice (Paddy),1511.94,Rs/Quintal,Kharif
,,Chatra,Sugarcane,311.74,Rs/Quintal,Kharif
,,Chatra,Tomato,2238.89,Rs/Quintal,Kharif
,,Chatra,Wheat,2075.57,Rs/Quintal,Kharif
,,Deoghar,Arhar (Tur),6690.59,Rs/Quintal,Kharif
,,Deoghar,Gram (Chana),5807.6,Rs/Quintal,Kharif
,,Deoghar,Maize,1353.96,Rs/Quintal,Kharif
,,Deoghar,Mustard,5996.28,Rs/Quintal,Kharif
,,Deoghar,Onion,2026.01,Rs/Quintal,Kharif
,,Deoghar,Potato,1616.17,Rs/Quintal,Kharif
,,Deoghar,Rice (Paddy),1500.56,Rs/Quintal,Kharif
,,Deoghar,Sugarcane,305.39,Rs/Quintal,Kharif
,,Deoghar,Tomato,2238.49,Rs/Quintal,Kharif
,,Deoghar,Wheat,2116.28,Rs/Quintal,Kharif
,,Dhanbad,Arhar (Tur),6857.92,Rs/Quintal,Kharif
,,Dhanbad,Gram (Chana),6018.09,Rs/Quintal,Kharif
,,Dhanbad,Maize,1436.89,Rs/Quintal,Kharif
,,Dhanbad,Mustard,6430.44,Rs/Quintal,Kharif
,,Dhanbad,Onion,2078.17,Rs/Quintal,Kharif
,,Dhanbad,Potato,1747.27,Rs/Quintal,Kharif
,,Dhanbad,Rice (Paddy),1586.17,Rs/Quintal,Kharif
,,Dhanbad,Sugarcane,321.29,Rs/Quintal,Kharif
,,Dhanbad,Tomato,2322.99,Rs/Quintal,Kharif
,,Dhanbad,Wheat,2199.79,Rs/Quintal,Kharif
,,Dumka,Arhar (Tur),6333.65,Rs/Quintal,Kharif
,,Dumka,Gram (Chana),5446.39,Rs/Quintal,Kharif
,,Dumka,Maize,1251.41,Rs/Quintal,Kharif
,,Dumka,Mustard,5814.8,Rs/Quintal,Kharif
,,Dumka,Onion,1875.4,Rs/Quintal,Kharif
,,Dumka,Potato,1607.24,Rs/Quintal,Kharif
,,Dumka,Rice (Paddy),1435.6,Rs/Quintal,Kharif
,,Dumka,Sugarcane,289.15,Rs/Quintal,Kharif
,,Dumka,Tomato,2152.69,Rs/Quintal,Kharif
,,Dumka,Wheat,1997.96,Rs/Quintal,Kharif
,,East Singhbhum,Arhar (Tur),6707.78,Rs/Quintal,Kharif
,,East Singhbhum,Gram (Chana),5667.31,Rs/Quintal,Kharif
,,East Singhbhum,Maize,1374.45,Rs/Quintal,Kharif
,,East Singhbhum,Mustard,6131.56,Rs/Quintal,Kharif
,,East Singhbhum,Onion,1983.95,Rs/Quintal,Kharif
,,East Singhbhum,Potato,1697.42,Rs/Quintal,Kharif
,,East Singhbhum,Rice (Paddy),1506.8,Rs/Quintal,Kharif
,,East Singhbhum,Sugarcane,313.53,Rs/Quintal,Kharif
,,East Singhbhum,Tomato,2153.13,Rs/Quintal,Kharif
,,East Singhbhum,Wheat,2055.16,Rs/Quintal,Kharif
,,Garhwa,Arhar (Tur),6712.82,Rs/Quintal,Kharif
,,Garhwa,Gram (Chana),5683.58,Rs/Quintal,Kharif
,,Garhwa,Maize,1322.96,Rs/Quintal,Kharif
,,Garhwa,Mustard,6117.96,Rs/Quintal,Kharif
,,Garhwa,Onion,1984.04,Rs/Quintal,Kharif
,,Garhwa,Potato,1636.94,Rs/Quintal,Kharif
,,Garhwa,Rice (Paddy),1523.72,Rs/Quintal,Kharif
,,Garhwa,Sugarcane,311.92,Rs/Quintal,Kharif
,,Garhwa,Tomato,2243.93,Rs/Quintal,Kharif
,,Garhwa,Wheat,2116.85,Rs/Quintal,Kharif
,,Giridih,Arhar (Tur),6678.79,Rs/Quintal,Kharif
,,Giridih,Gram (Chana),5684.56,Rs/Quintal,Kharif
,,Giridih,Maize,1344.7,Rs/Quintal,Kharif
,,Giridih,Mustard,6000.92,Rs/Quintal,Kharif
,,Giridih,Onion,2000.74,Rs/Quintal,Kharif
,,Giridih,Potato,1621.46,Rs/Quintal,Kharif
,,Giridih,Rice (Paddy),1513.44,Rs/Quintal,Kharif
,,Giridih,Sugarcane,306.45,Rs/Quintal,Kharif
,,Giridih,Tomato,2246.58,Rs/Quintal,Kharif
,,Giridih,Wheat,2081.4,Rs/Quintal,Kharif
,,Godda,Arhar (Tur),6614.75,Rs/Quintal,Kharif
,,Godda,Gram (Chana),5733.87,Rs/Quintal,Kharif
,,Godda,Maize,1330.89,Rs/Quintal,Kharif
,,Godda,Mustard,6045.85,Rs/Quintal,Kharif
,,Godda,Onion,2030.39,Rs/Quintal,Kharif
,,Godda,Potato,1608.8,Rs/Quintal,Kharif
,,Godda,Rice (Paddy),1499.41,Rs/Quintal,Kharif
,,Godda,Sugarcane,304.44,Rs/Quintal,Kharif
,,Godda,Tomato,2200.29,Rs/Quintal,Kharif
,,Godda,Wheat,2123.97,Rs/Quintal,Kharif
,,Gumla,Arhar (Tur),6634.01,Rs/Quintal,Kharif
,,Gumla,Gram (Chana),5779.67,Rs/Quintal,Kharif
,,Gumla,Maize,1333.49,Rs/Quintal,Kharif
,,Gumla,Mustard,5998.51,Rs/Quintal,Kharif
,,Gumla,Onion,1950.2,Rs/Quintal,Kharif
,,Gumla,Potato,1677.63,Rs/Quintal,Kharif
,,Gumla,Rice (Paddy),1499.05,Rs/Quintal,Kharif
,,Gumla,Sugarcane,311.41,Rs/Quintal,Kharif
,,Gumla,Tomato,2192.75,Rs/Quintal,Kharif
,,Gumla,Wheat,2124.61,Rs/Quintal,Kharif
,,Hazaribagh,Arhar (Tur),6662.76,Rs/Quintal,Kharif
,,Hazaribagh,Gram (Chana),5742.85,Rs/Quintal,Kharif
,,Hazaribagh,Maize,1313.7,Rs/Quintal,Kharif
,,Hazaribagh,Mustard,6125.92,Rs/Quintal,Kharif
,,Hazaribagh,Onion,1950.03,Rs/Quintal,Kharif
,,Hazaribagh,Potato,1670.28,Rs/Quintal,Kharif
,,Hazaribagh,Rice (Paddy),1509.21,Rs/Quintal,Kharif
,,Hazaribagh,Sugarcane,311.77,Rs/Quintal,Kharif
,,Hazaribagh,Tomato,2279.94,Rs/Quintal,Kharif
,,Hazaribagh,Wheat,2107.96,Rs/Quintal,Kharif
,,Jamshedpur,Arhar (Tur),6959.01,Rs/Quintal,Kharif
,,Jamshedpur,Gram (Chana),5944.56,Rs/Quintal,Kharif
,,Jamshedpur,Maize,1397.83,Rs/Quintal,Kharif
,,Jamshedpur,Mustard,6364.36,Rs/Quintal,Kharif
,,Jamshedpur,Onion,2097.87,Rs/Quintal,Kharif
,,Jamshedpur,Potato,1720.53,Rs/Quintal,Kharif
,,Jamshedpur,Rice (Paddy),1594.41,Rs/Quintal,Kharif
,,Jamshedpur,Sugarcane,320.27,Rs/Quintal,Kharif
,,Jamshedpur,Tomato,2326.06,Rs/Quintal,Kharif
,,Jamshedpur,Wheat,2225.84,Rs/Quintal,Kharif
,,Jamtara,Arhar (Tur),6624.85,Rs/Quintal,Kharif
,,Jamtara,Gram (Chana),5687.95,Rs/Quintal,Kharif
,,Jamtara,Maize,1319.72,Rs/Quintal,Kharif
,,Jamtara,Mustard,5994.67,Rs/Quintal,Kharif
,,Jamtara,Onion,1993.22,Rs/Quintal,Kharif
,,Jamtara,Potato,1611.94,Rs/Quintal,Kharif
,,Jamtara,Rice (Paddy),1524.21,Rs/Quintal,Kharif
,,Jamtara,Sugarcane,308.8,Rs/Quintal,Kharif
,,Jamtara,Tomato,2215.27,Rs/Quintal,Kharif
,,Jamtara,Wheat,2078.35,Rs/Quintal,Kharif
,,Khunti,Arhar (Tur),6521.31,Rs/Quintal,Kharif
,,Khunti,Gram (Chana),5703.19,Rs/Quintal,Kharif
,,Khunti,Maize,1352.38,Rs/Quintal,Kharif
,,Khunti,Mustard,6137.93,Rs/Quintal,Kharif
,,Khunti,Onion,2003.97,Rs/Quintal,Kharif
,,Khunti,Potato,1681.25,Rs/Quintal,Kharif
,,Khunti,Rice (Paddy),1540.02,Rs/Quintal,Kharif
,,Khunti,Sugarcane,310.91,Rs/Quintal,Kharif
,,Khunti,Tomato,2134.97,Rs/Quintal,Kharif
,,Khunti,Wheat,2112.46,Rs/Quintal,Kharif
,,Koderma,Arhar (Tur),6704.58,Rs/Quintal,Kharif
,,Koderma,Gram (Chana),5781.18,Rs/Quintal,Kharif
,,Koderma,Maize,1333.68,Rs/Quintal,Kharif
,,Koderma,Mustard,6111.11,Rs/Quintal,Kharif
,,Koderma,Onion,1997.11,Rs/Quintal,Kharif
,,Koderma,Potato,1664.51,Rs/Quintal,Kharif
,,Koderma,Rice (Paddy),1521.66,Rs/Quintal,Kharif
,,Koderma,Sugarcane,310.2,Rs/Quintal,Kharif
,,Koderma,Tomato,2249.56,Rs/Quintal,Kharif
,,Koderma,Wheat,2109.93,Rs/Quintal,Kharif
,,Lohardaga,Arhar (Tur),6562.51,Rs/Quintal,Kharif
,,Lohardaga,Gram (Chana),5724.83,Rs/Quintal,Kharif
,,Lohardaga,Maize,1320.59,Rs/Quintal,Kharif
,,Lohardaga,Mustard,5998.66,Rs/Quintal,Kharif
,,Lohardaga,Onion,1987.8,Rs/Quintal,Kharif
,,Lohardaga,Potato,1650.65,Rs/Quintal,Kharif
,,Lohardaga,Rice (Paddy),1502.21,Rs/Quintal,Kharif
,,Lohardaga,Sugarcane,309.25,Rs/Quintal,Kharif
,,Lohardaga,Tomato,2282.51,Rs/Quintal,Kharif
,,Lohardaga,Wheat,2067.73,Rs/Quintal,Kharif
,,Pakur,Arhar (Tur),6274.2,Rs/Quintal,Kharif
,,Pakur,Gram (Chana),5442.45,Rs/Quintal,Kharif
,,Pakur,Maize,1274.19,Rs/Quintal,Kharif
,,Pakur,Mustard,5744.14,Rs/Quintal,Kharif
,,Pakur,Onion,1888,Rs/Quintal,Kharif
,,Pakur,Potato,1610.98,Rs/Quintal,Kharif
,,Pakur,Rice (Paddy),1433.51,Rs/Quintal,Kharif
,,Pakur,Sugarcane,294.74,Rs/Quintal,Kharif
,,Pakur,Tomato,2042.36,Rs/Quintal,Kharif
,,Pakur,Wheat,2019.15,Rs/Quintal,Kharif
,,Palamu,Arhar (Tur),6598.31,Rs/Quintal,Kharif
,,Palamu,Gram (Chana),5663.83,Rs/Quintal,Kharif
,,Palamu,Maize,1319.05,Rs/Quintal,Kharif
,,Palamu,Mustard,6106.08,Rs/Quintal,Kharif
,,Palamu,Onion,1965.88,Rs/Quintal,Kharif
,,Palamu,Potato,1659.17,Rs/Quintal,Kharif
,,Palamu,Rice (Paddy),1529.63,Rs/Quintal,Kharif
,,Palamu,Sugarcane,311.84,Rs/Quintal,Kharif
,,Palamu,Tomato,2281.97,Rs/Quintal,Kharif
,,Palamu,Wheat,2102.49,Rs/Quintal,Kharif
,,Ramgarh,Arhar (Tur),6524.06,Rs/Quintal,Kharif
,,Ramgarh,Gram (Chana),5726.12,Rs/Quintal,Kharif
,,Ramgarh,Maize,1361.85,Rs/Quintal,Kharif
,,Ramgarh,Mustard,6095.04,Rs/Quintal,Kharif
,,Ramgarh,Onion,2009.55,Rs/Quintal,Kharif
,,Ramgarh,Potato,1665.06,Rs/Quintal,Kharif
,,Ramgarh,Rice (Paddy),1541.35,Rs/Quintal,Kharif
,,Ramgarh,Sugarcane,310.95,Rs/Quintal,Kharif
,,Ramgarh,Tomato,2172.88,Rs/Quintal,Kharif
,,Ramgarh,Wheat,2086.26,Rs/Quintal,Kharif
,,Ranchi,Arhar (Tur),6927.41,Rs/Quintal,Kharif
,,Ranchi,Gram (Chana),6018.47,Rs/Quintal,Kharif
,,Ranchi,Maize,1380.63,Rs/Quintal,Kharif
,,Ranchi,Mustard,6282.83,Rs/Quintal,Kharif
,,Ranchi,Onion,2035.61,Rs/Quintal,Kharif
,,Ranchi,Potato,1731.8,Rs/Quintal,Kharif
,,Ranchi,Rice (Paddy),1614.02,Rs/Quintal,Kharif
,,Ranchi,Sugarcane,327.69,Rs/Quintal,Kharif
,,Ranchi,Tomato,2302.31,Rs/Quintal,Kharif
,,Ranchi,Wheat,2230.23,Rs/Quintal,Kharif
,,Sahebganj,Arhar (Tur),6642.8,Rs/Quintal,Kharif
,,Sahebganj,Gram (Chana),5806.06,Rs/Quintal,Kharif
,,Sahebganj,Maize,1349.37,Rs/Quintal,Kharif
,,Sahebganj,Mustard,5997.29,Rs/Quintal,Kharif
,,Sahebganj,Onion,2010.7,Rs/Quintal,Kharif
,,Sahebganj,Potato,1633.49,Rs/Quintal,Kharif
,,Sahebganj,Rice (Paddy),1525.24,Rs/Quintal,Kharif
,,Sahebganj,Sugarcane,308.36,Rs/Quintal,Kharif
,,Sahebganj,Tomato,2202.48,Rs/Quintal,Kharif
,,Sahebganj,Wheat,2120.77,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Arhar (Tur),6628.56,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Gram (Chana),5796.53,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Maize,1327.01,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Mustard,6091.41,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Onion,2038.98,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Potato,1670.68,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Rice (Paddy),1511.63,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Sugarcane,306.77,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Tomato,2164.69,Rs/Quintal,Kharif
,,Saraikela Kharsawan,Wheat,2070.17,Rs/Quintal,Kharif
,,Simdega,Arhar (Tur),6284.65,Rs/Quintal,Kharif
,,Simdega,Gram (Chana),5370.86,Rs/Quintal,Kharif
,,Simdega,Maize,1273.38,Rs/Quintal,Kharif
,,Simdega,Mustard,5769.35,Rs/Quintal,Kharif
,,Simdega,Onion,1825.91,Rs/Quintal,Kharif
,,Simdega,Potato,1600.2,Rs/Quintal,Kharif
,,Simdega,Rice (Paddy),1423.5,Rs/Quintal,Kharif
,,Simdega,Sugarcane,291.15,Rs/Quintal,Kharif
,,Simdega,Tomato,2126.12,Rs/Quintal,Kharif
,,Simdega,Wheat,1961.8,Rs/Quintal,Kharif
,,West Singhbhum,Arhar (Tur),6674.08,Rs/Quintal,Kharif
,,West Singhbhum,Gram (Chana),5713.75,Rs/Quintal,Kharif
,,West Singhbhum,Maize,1358.35,Rs/Quintal,Kharif
,,West Singhbhum,Mustard,5998.46,Rs/Quintal,Kharif
,,West Singhbhum,Onion,1948.75,Rs/Quintal,Kharif
,,West Singhbhum,Potato,1684.21,Rs/Quintal,Kharif
,,West Singhbhum,Rice (Paddy),1493.54,Rs/Quintal,Kharif
,,West Singhbhum,Sugarcane,310.4,Rs/Quintal,Kharif
,,West Singhbhum,Tomato,2180.42,Rs/Quintal,Kharif
,,West Singhbhum,Wheat,2132.58,Rs/Quintal,Kharif
,,Bokaro,Arhar (Tur),7305,Rs/Quintal,Rabi
,,Bokaro,Gram (Chana),6334.57,Rs/Quintal,Rabi
,,Bokaro,Maize,1918.33,Rs/Quintal,Rabi
,,Bokaro,Mustard,6617.07,Rs/Quintal,Rabi
,,Bokaro,Onion,2144.07,Rs/Quintal,Rabi
,,Bokaro,Potato,1775.09,Rs/Quintal,Rabi
,,Bokaro,Rice (Paddy),1765.36,Rs/Quintal,Rabi
,,Bokaro,Sugarcane,339.78,Rs/Quintal,Rabi
,,Bokaro,Tomato,2347.79,Rs/Quintal,Rabi
,,Bokaro,Wheat,1894.88,Rs/Quintal,Rabi
,,Chatra,Arhar (Tur),7343.75,Rs/Quintal,Rabi
,,Chatra,Gram (Chana),6350.57,Rs/Quintal,Rabi
,,Chatra,Maize,1948.55,Rs/Quintal,Rabi
,,Chatra,Mustard,6733.54,Rs/Quintal,Rabi
,,Chatra,Onion,2223.62,Rs/Quintal,Rabi
,,Chatra,Potato,1841.15,Rs/Quintal,Rabi
,,Chatra,Rice (Paddy),1768.87,Rs/Quintal,Rabi
,,Chatra,Sugarcane,333.82,Rs/Quintal,Rabi
,,Chatra,Tomato,2382.99,Rs/Quintal,Rabi
,,Chatra,Wheat,1864.15,Rs/Quintal,Rabi
,,Deoghar,Arhar (Tur),7273.23,Rs/Quintal,Rabi
,,Deoghar,Gram (Chana),6219.75,Rs/Quintal,Rabi
,,Deoghar,Maize,1919.8,Rs/Quintal,Rabi
,,Deoghar,Mustard,6682.83,Rs/Quintal,Rabi
,,Deoghar,Onion,2196,Rs/Quintal,Rabi
,,Deoghar,Potato,1777.42,Rs/Quintal,Rabi
,,Deoghar,Rice (Paddy),1779.51,Rs/Quintal,Rabi
,,Deoghar,Sugarcane,335.46,Rs/Quintal,Rabi
,,Deoghar,Tomato,2493.29,Rs/Quintal,Rabi
,,Deoghar,Wheat,1883.75,Rs/Quintal,Rabi
,,Dhanbad,Arhar (Tur),7711.32,Rs/Quintal,Rabi
,,Dhanbad,Gram (Chana),6593.21,Rs/Quintal,Rabi
,,Dhanbad,Maize,2041.62,Rs/Quintal,Rabi
,,Dhanbad,Mustard,7014.16,Rs/Quintal,Rabi
,,Dhanbad,Onion,2293.77,Rs/Quintal,Rabi
,,Dhanbad,Potato,1903.1,Rs/Quintal,Rabi
,,Dhanbad,Rice (Paddy),1849.7,Rs/Quintal,Rabi
,,Dhanbad,Sugarcane,357.99,Rs/Quintal,Rabi
,,Dhanbad,Tomato,2589.92,Rs/Quintal,Rabi
,,Dhanbad,Wheat,1939.93,Rs/Quintal,Rabi
,,Dumka,Arhar (Tur),6816.26,Rs/Quintal,Rabi
,,Dumka,Gram (Chana),6027.83,Rs/Quintal,Rabi
,,Dumka,Maize,1851.38,Rs/Quintal,Rabi
,,Dumka,Mustard,6242.35,Rs/Quintal,Rabi
,,Dumka,Onion,2100.25,Rs/Quintal,Rabi
,,Dumka,Potato,1714.85,Rs/Quintal,Rabi
,,Dumka,Rice (Paddy),1663.3,Rs/Quintal,Rabi
,,Dumka,Sugarcane,321.2,Rs/Quintal,Rabi
,,Dumka,Tomato,2328.45,Rs/Quintal,Rabi
,,Dumka,Wheat,1768.93,Rs/Quintal,Rabi
,,East Singhbhum,Arhar (Tur),7354.91,Rs/Quintal,Rabi
,,East Singhbhum,Gram (Chana),6343.19,Rs/Quintal,Rabi
,,East Singhbhum,Maize,1963.81,Rs/Quintal,Rabi
,,East Singhbhum,Mustard,6670.25,Rs/Quintal,Rabi
,,East Singhbhum,Onion,2150.63,Rs/Quintal,Rabi
,,East Singhbhum,Potato,1861.42,Rs/Quintal,Rabi
,,East Singhbhum,Rice (Paddy),1783.79,Rs/Quintal,Rabi
,,East Singhbhum,Sugarcane,337.87,Rs/Quintal,Rabi
,,East Singhbhum,Tomato,2468.13,Rs/Quintal,Rabi
,,East Singhbhum,Wheat,1920.76,Rs/Quintal,Rabi
,,Garhwa,Arhar (Tur),7187.57,Rs/Quintal,Rabi
,,Garhwa,Gram (Chana),6322.95,Rs/Quintal,Rabi
,,Garhwa,Maize,1913.81,Rs/Quintal,Rabi
,,Garhwa,Mustard,6688.25,Rs/Quintal,Rabi
,,Garhwa,Onion,2215.83,Rs/Quintal,Rabi
,,Garhwa,Potato,1813.96,Rs/Quintal,Rabi
,,Garhwa,Rice (Paddy),1800.82,Rs/Quintal,Rabi
,,Garhwa,Sugarcane,334.63,Rs/Quintal,Rabi
,,Garhwa,Tomato,2348.58,Rs/Quintal,Rabi
,,Garhwa,Wheat,1847.78,Rs/Quintal,Rabi
,,Giridih,Arhar (Tur),7166.58,Rs/Quintal,Rabi
,,Giridih,Gram (Chana),6305.93,Rs/Quintal,Rabi
,,Giridih,Maize,1906.2,Rs/Quintal,Rabi
,,Giridih,Mustard,6740.38,Rs/Quintal,Rabi
,,Giridih,Onion,2134.79,Rs/Quintal,Rabi
,,Giridih,Potato,1772.69,Rs/Quintal,Rabi
,,Giridih,Rice (Paddy),1757.72,Rs/Quintal,Rabi
,,Giridih,Sugarcane,337.21,Rs/Quintal,Rabi
,,Giridih,Tomato,2402.27,Rs/Quintal,Rabi
,,Giridih,Wheat,1910.45,Rs/Quintal,Rabi
,,Godda,Arhar (Tur),7291.68,Rs/Quintal,Rabi
,,Godda,Gram (Chana),6331.65,Rs/Quintal,Rabi
,,Godda,Maize,1943.53,Rs/Quintal,Rabi
,,Godda,Mustard,6630.77,Rs/Quintal,Rabi
,,Godda,Onion,2230.07,Rs/Quintal,Rabi
,,Godda,Potato,1860.47,Rs/Quintal,Rabi
,,Godda,Rice (Paddy),1775.04,Rs/Quintal,Rabi
,,Godda,Sugarcane,341.5,Rs/Quintal,Rabi
,,Godda,Tomato,2435.03,Rs/Quintal,Rabi
,,Godda,Wheat,1863.16,Rs/Quintal,Rabi
,,Gumla,Arhar (Tur),7175.38,Rs/Quintal,Rabi
,,Gumla,Gram (Chana),6307.01,Rs/Quintal,Rabi
,,Gumla,Maize,1905.43,Rs/Quintal,Rabi
,,Gumla,Mustard,6601.15,Rs/Quintal,Rabi
,,Gumla,Onion,2234.91,Rs/Quintal,Rabi
,,Gumla,Potato,1859.88,Rs/Quintal,Rabi
,,Gumla,Rice (Paddy),1806.31,Rs/Quintal,Rabi
,,Gumla,Sugarcane,336.71,Rs/Quintal,Rabi
,,Gumla,Tomato,2392.73,Rs/Quintal,Rabi
,,Gumla,Wheat,1871.46,Rs/Quintal,Rabi
,,Hazaribagh,Arhar (Tur),7352.42,Rs/Quintal,Rabi
,,Hazaribagh,Gram (Chana),6250.81,Rs/Quintal,Rabi
,,Hazaribagh,Maize,1924.31,Rs/Quintal,Rabi
,,Hazaribagh,Mustard,6729.58,Rs/Quintal,Rabi
,,Hazaribagh,Onion,2129.83,Rs/Quintal,Rabi
,,Hazaribagh,Potato,1820.21,Rs/Quintal,Rabi
,,Hazaribagh,Rice (Paddy),1788.18,Rs/Quintal,Rabi
,,Hazaribagh,Sugarcane,336.01,Rs/Quintal,Rabi
,,Hazaribagh,Tomato,2397.48,Rs/Quintal,Rabi
,,Hazaribagh,Wheat,1898.94,Rs/Quintal,Rabi
,,Jamshedpur,Arhar (Tur),7651.34,Rs/Quintal,Rabi
,,Jamshedpur,Gram (Chana),6553.68,Rs/Quintal,Rabi
,,Jamshedpur,Maize,2045.74,Rs/Quintal,Rabi
,,Jamshedpur,Mustard,6899.4,Rs/Quintal,Rabi
,,Jamshedpur,Onion,2276.39,Rs/Quintal,Rabi
,,Jamshedpur,Potato,1909.96,Rs/Quintal,Rabi
,,Jamshedpur,Rice (Paddy),1875.85,Rs/Quintal,Rabi
,,Jamshedpur,Sugarcane,357.41,Rs/Quintal,Rabi
,,Jamshedpur,Tomato,2596.47,Rs/Quintal,Rabi
,,Jamshedpur,Wheat,1965.44,Rs/Quintal,Rabi
,,Jamtara,Arhar (Tur),7194.56,Rs/Quintal,Rabi
,,Jamtara,Gram (Chana),6353.35,Rs/Quintal,Rabi
,,Jamtara,Maize,1958.52,Rs/Quintal,Rabi
,,Jamtara,Mustard,6743.09,Rs/Quintal,Rabi
,,Jamtara,Onion,2181.1,Rs/Quintal,Rabi
,,Jamtara,Potato,1794.51,Rs/Quintal,Rabi
,,Jamtara,Rice (Paddy),1759.73,Rs/Quintal,Rabi
,,Jamtara,Sugarcane,338.65,Rs/Quintal,Rabi
,,Jamtara,Tomato,2384.76,Rs/Quintal,Rabi
,,Jamtara,Wheat,1844.42,Rs/Quintal,Rabi
,,Khunti,Arhar (Tur),7275.33,Rs/Quintal,Rabi
,,Khunti,Gram (Chana),6291.94,Rs/Quintal,Rabi
,,Khunti,Maize,1957.5,Rs/Quintal,Rabi
,,Khunti,Mustard,6719.35,Rs/Quintal,Rabi
,,Khunti,Onion,2174.61,Rs/Quintal,Rabi
,,Khunti,Potato,1775.29,Rs/Quintal,Rabi
,,Khunti,Rice (Paddy),1795.25,Rs/Quintal,Rabi
,,Khunti,Sugarcane,337.99,Rs/Quintal,Rabi
,,Khunti,Tomato,2421.41,Rs/Quintal,Rabi
,,Khunti,Wheat,1862.5,Rs/Quintal,Rabi
,,Koderma,Arhar (Tur),7324.52,Rs/Quintal,Rabi
,,Koderma,Gram (Chana),6370.36,Rs/Quintal,Rabi
,,Koderma,Maize,1908.99,Rs/Quintal,Rabi
,,Koderma,Mustard,6692.94,Rs/Quintal,Rabi
,,Koderma,Onion,2146.43,Rs/Quintal,Rabi
,,Koderma,Potato,1794.77,Rs/Quintal,Rabi
,,Koderma,Rice (Paddy),1768.49,Rs/Quintal,Rabi
,,Koderma,Sugarcane,335.87,Rs/Quintal,Rabi
,,Koderma,Tomato,2470.68,Rs/Quintal,Rabi
,,Koderma,Wheat,1900.4,Rs/Quintal,Rabi
,,Lohardaga,Arhar (Tur),7301.67,Rs/Quintal,Rabi
,,Lohardaga,Gram (Chana),6343.03,Rs/Quintal,Rabi
,,Lohardaga,Maize,1948.72,Rs/Quintal,Rabi
,,Lohardaga,Mustard,6662.86,Rs/Quintal,Rabi
,,Lohardaga,Onion,2166.1,Rs/Quintal,Rabi
